pred_file,gt_file,psnr,ssim
frankfurt_frankfurt_000001_008688_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_008688_leftImg8bit.png,13.1493,0.773642
frankfurt_frankfurt_000001_009058_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_009058_leftImg8bit.png,14.2607,0.758608
frankfurt_frankfurt_000001_009504_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_009504_leftImg8bit.png,13.5417,0.756450
frankfurt_frankfurt_000001_009854_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_009854_leftImg8bit.png,13.4683,0.766119
frankfurt_frankfurt_000001_010156_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_010156_leftImg8bit.png,16.1881,0.782768
frankfurt_frankfurt_000001_010444_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_010444_leftImg8bit.png,15.9963,0.745891
frankfurt_frankfurt_000001_010600_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_010600_leftImg8bit.png,14.6614,0.758105
frankfurt_frankfurt_000001_010830_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_010830_leftImg8bit.png,15.0838,0.761098
frankfurt_frankfurt_000001_011162_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_011162_leftImg8bit.png,14.5411,0.767241
frankfurt_frankfurt_000001_011715_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_011715_leftImg8bit.png,14.2949,0.759547
frankfurt_frankfurt_000001_011835_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_011835_leftImg8bit.png,13.9471,0.780375
frankfurt_frankfurt_000001_012038_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_012038_leftImg8bit.png,14.3948,0.790827
frankfurt_frankfurt_000001_012519_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_012519_leftImg8bit.png,19.2852,0.821241
frankfurt_frankfurt_000001_012699_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_012699_leftImg8bit.png,18.1708,0.834032
frankfurt_frankfurt_000001_012738_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_012738_leftImg8bit.png,18.1738,0.829051
frankfurt_frankfurt_000001_012870_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_012870_leftImg8bit.png,16.3149,0.785868
frankfurt_frankfurt_000001_013016_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_013016_leftImg8bit.png,15.5136,0.799676
frankfurt_frankfurt_000001_013496_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_013496_leftImg8bit.png,11.4829,0.762884
frankfurt_frankfurt_000001_013710_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_013710_leftImg8bit.png,12.3027,0.781221
frankfurt_frankfurt_000001_014221_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_014221_leftImg8bit.png,12.6904,0.807759
frankfurt_frankfurt_000001_014406_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_014406_leftImg8bit.png,12.3200,0.815680
frankfurt_frankfurt_000001_014565_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_014565_leftImg8bit.png,18.2733,0.838663
frankfurt_frankfurt_000001_014741_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_014741_leftImg8bit.png,14.1468,0.788723
frankfurt_frankfurt_000001_015091_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_015091_leftImg8bit.png,14.3674,0.761843
frankfurt_frankfurt_000001_015328_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_015328_leftImg8bit.png,12.2796,0.811382
frankfurt_frankfurt_000001_015768_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_015768_leftImg8bit.png,15.3622,0.776171
frankfurt_frankfurt_000001_016029_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_016029_leftImg8bit.png,17.3296,0.811919
frankfurt_frankfurt_000001_016273_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_016273_leftImg8bit.png,12.6518,0.809505
frankfurt_frankfurt_000001_016462_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_016462_leftImg8bit.png,10.0412,0.718594
frankfurt_frankfurt_000001_017101_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_017101_leftImg8bit.png,13.1320,0.748313
frankfurt_frankfurt_000001_017459_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_017459_leftImg8bit.png,16.6461,0.824166
frankfurt_frankfurt_000001_017842_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_017842_leftImg8bit.png,12.9732,0.723744
frankfurt_frankfurt_000001_018113_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_018113_leftImg8bit.png,14.1108,0.762185
frankfurt_frankfurt_000001_019698_leftImg8bit_AOD-Net.jpg,frankfurt_frankfurt_000001_019698_leftImg8bit.png,11.4686,0.751302
